_id,_fusion_sources,label,release-date,tracks,name,id,duration,genre,artist,release-country
discogs_2594,['discogs_2594'],Twisted America Records,1998-01-01 00:00:00,"['Sunrise (CF Sunrise 2000 Mix)', ""Sunrise (Cevin's Extended Morning Club Mix)"", ""Sunrise (RP's Soopa Vox Mix)"", 'Sunrise (95 North Mix)', 'Sunrise (CF Original Dub)', 'Sunrise (CF New Dawn Beats)']",Sunrise,discogs_2594,1568.0,Electronic / Dance,Wet Dreams|Kenard,United States of America
discogs_195069,['discogs_195069'],14th Floor Records,,"['Living Is A Problem Because Everything Dies', 'Saturday Superhouse', 'The Conversation Is...', 'Folding Stars', 'A Whole Child Ago', 'Machines']",The Singles Collection,discogs_195069,,Rock,Biffy Clyro,UK
discogs_38004,['discogs_38004'],Not On Label,,,Local Classics,discogs_38004,,Hip Hop / Rap,Mad Giants,Sweden
discogs_120458,['discogs_120458'],Tempo Trax,2013-11-22 00:00:00,['Trouble Maker'],Trouble Maker,discogs_120458,364.0,Electronic / Dance,Matt Clarkson|Matt Mara,UK
discogs_122140,['discogs_122140'],Western Thunder Records,1996-01-01 00:00:00,"['Supervixen', 'Queer', 'As Heaven Is Wide', 'Not My Idea', 'Vow', 'Dog New Tricks', 'Only Happy When It Rains', 'A Stroke Of Luck', 'Stupid Girl', ""My Lover's Box"", 'Fix Me Now', 'Milk']",Garbage,discogs_122140,2550.0,Rock,Garbage,Ukraine
discogs_116523,['discogs_116523'],Cut The Cord That... Records,2013-01-01 00:00:00,"['Strings', 'Rapture', 'Dealer', ""You Can't Stop The Weather"", 'Big Black Boots']",Replica,discogs_116523,,Rock,Replica (7),Germany
discogs_2726,['discogs_2726'],SMEJ Associated Records,1999-01-01 00:00:00,"['On The Painted Desert (Vocal Mix)', 'On The Painted Desert (DJ Krush Remix)', 'On The Painted Desert (Sandwicked Version Reconstructed By Takagi Kan)', 'On The Painted Desert (Tanzmuzik Remix)']",On The Painted Desert - Rampant Colors,discogs_2726,,Electronic / Dance,,Japan
discogs_149015,['discogs_149015'],Fueled By Ramen,2014-01-01 00:00:00,"['All We Know', 'Pressure', 'Emergency', 'Brighter', 'Here We Go Again', 'Never Let This Go', 'Whoa', 'Conspiracy', 'Franklin', 'My Heart']",All We Know Is Falling,discogs_149015,1645.0,Rock,Paramore,United States of America
discogs_180396,['discogs_180396'],Not On Label (Coldplay),,['Trouble (Lost Witness Remix)'],Trouble (Lost Witness Remix),discogs_180396,371.0,Electronic / Dance,Coldplay,UK
discogs_11386,['discogs_11386'],Whole Records,1992-01-01 00:00:00,"['No More Tears (Full Length)', 'No More Tears (The Monster Dub)', 'No More Tears (Wet Sunday)', 'No More Tears (Voice Of The Underground Sound)']",No More Tears (Enough Is Enough),discogs_11386,1026.0,Electronic / Dance,Amy Charles,Italy
discogs_76950,['discogs_76950'],Wienerworld Presentation,1996-01-01 00:00:00,"['I Was Born To Love You (I Was Born To Love You)', 'Evolution (Heaven For Everyone)', 'Heart-Ache (Too Much Love Will Kill You)', 'O (My Life Has Been Saved)', ""You Don't Fool Me (You Don't Fool Me)"", ""Outside-In (A Winter's Tale)"", 'Return Trip (Let Me Live)', 'Mother Love (Mother Love)', 'Closing Titles (Made In Heaven)']",Made In Heaven (The Films),discogs_76950,,,Queen,Europe
discogs_171282,['discogs_171282'],Happyday,1985-01-01 00:00:00,"['Monsters Of The Midway', 'Monsters Of The Midway (Instrumental)']",Monsters Of The Midway,discogs_171282,,Pop,The Pigskins,United States of America
discogs_85787,['discogs_85787'],Universal Music Polska,2011-01-01 00:00:00,"['Purple', 'Wyznanie Siebie', 'Czekając Na Dzień', 'Jesteś Wciąż Nieuchwytny', 'Ostatnia Noc Wizji', 'Maska', 'Paranoja Coraz Bliżej', 'I Jeszcze Raz Do Końca', 'Czarna Apokalipsa', 'Jihad', 'Wolfgang Na Odlocie']",Purple,discogs_85787,,Rock,Closterkeller,Poland
discogs_130341,['discogs_130341'],Sony Music,2012-08-10 00:00:00,"['Dancing With A Broken Heart', 'Waiting For Forever', 'Dancing With A Broken Heart (Acoustic)', '']",Dancing With A Broken Heart,discogs_130341,286.0,Pop,Delta Goodrem,Australia
lastFM_70905,['lastFM_70905'],,,[],Spirituals,lastFM_70905,,,Marian Anderson,
discogs_138994,['discogs_138994'],Not On Label (Liberal Carme Self-Released),2003-01-01 00:00:00,"['May Day', 'Altissime Cime', 'La Filastrocca Della Speme Tradita', 'La Resa', 'Metabar', 'Credevi', 'File La Laine', 'Esplicitamente', 'Non È Abbastanza']",Greatest Hits,discogs_138994,2565.0,Pop,Liberal Carme,Italy
discogs_32371,['discogs_32371'],,,"['Spirit Voices (Konik & Maxter Rmx)', 'Spirit Base']",Spirit Voices,discogs_32371,55.0,Electronic / Dance,Spirit (13),Spain
discogs_172868,['discogs_172868'],Serenus,,"['Cycle For Nine Instruments', 'Rhapsodality Brown!', 'Three Pieces For Six Brass', 'String Quartet No. 2 (Concertino For Second Violin)', 'Four Ideas For Piano']",The Music Of Arthur Custer,discogs_172868,2250.0,Classical,Arthur Custer,United States of America
discogs_48484,['discogs_48484'],Things To Come Records,,['Visions Of Light'],Visions Of Light,discogs_48484,135.0,Electronic / Dance,Acrosome,United States of America
discogs_132086,['discogs_132086'],Cult Records (3),2013-01-01 00:00:00,"['Travel Express', 'I Wanna Be In California (Demo)']",Travel Express / I Wanna Be In California (Demo),discogs_132086,,Rock,The Virgins (3),United States of America
discogs_6418,['discogs_6418'],Decadance Recordings,2002-01-01 00:00:00,"['Passion (Do You Want It Right Now Mix)', 'Rapture (John Creamer & Stephane K Remix)', 'The Real Life', 'To Be In Love (MAW 99 Mix)', 'Timba (Full Intention Club Mix)', ""Gettin' In 2 U (David James' Audiodrive Mix)"", 'In And Out Of My Life (Knee Deep Vocal Mix)', 'Palisada (Knee Deep Club Mix)', 'Guitarra G', 'Hermosa (Alex Pini Original Mix)', ""Don't You Want Me"", 'Cut For Life', 'Testament Vol. 1', 'Hey Mr DJ (McCreary/Dasilva Remix)', 'Hypnosis (Definitive Mix)', 'London Xpress', 'Cubik', 'Going Back To My Roots (Original FPI Mix)', ""Only You (Chris & James' Old Skool Belearic Mix)"", 'Everytime (Nalin & Kane Remix)', 'Born Slippy', 'Sweet Harmony (Tall Paul Mix)', 'Dooms Night (Timo Maas Mix)', 'I Luv U Baby', 'Get Get Down (Dancefloor Dub)', 'Beautiful', 'Sun', 'Love Stimulation (Paul Van Dyk Mix)', 'Sandstorm', 'Happy People']",Ibiza Classics,discogs_6418,3654.0,Electronic / Dance,Various,UK
k04__fab__discogs__lastFM_21256,['k04__fab__discogs__lastFM_21256'],,,"['Kill Me With It', 'Tell Me What Darling', 'Fling It Up', 'Keep The Faith', ""Can't Left The Dance"", 'Jealousy A Kill Me', 'Puss Gone', 'More Love', 'Work And Skank']",The,k04__fab__discogs__lastFM_21256,1386.0,,Tuff T.,
discogs_115641,['discogs_115641'],WARNER Music Benelux,2010-01-01 00:00:00,['Hidden Away'],Hidden Away,discogs_115641,165.0,Pop,Josh Groban,Benelux
discogs_149668,['discogs_149668'],Satanath Records|Black Plague Records,2014-12-29 00:00:00,"['The Rotting Temple', 'Behold The Agony', 'From The Grave', 'Ascended By Fire', 'Back To The Dark', 'Black Revolution', 'Venom', 'Prophecy Of Blood', 'God Of Gold', 'Pale Rider']",Epitaph For Life,discogs_149668,,Rock,Artificum Nex,Russia
discogs_14475,['discogs_14475'],,2000-01-01 00:00:00,"['Worries In The Dance (Trick Or Treat Remix)', 'Wheel & Deal (Trick Or Treat Remix)']",Worries In The Dance / Wheel & Deal (Trick Or Treat Remixes),discogs_14475,,Electronic / Dance,New Blood|DJ Gunshot,UK
discogs_88761,['discogs_88761'],Not On Label,2009-01-01 00:00:00,"['Eastend', 'Movements', 'The Death Of Udo V.', 'Sleepless', 'Skyline', 'Arcades', 'Empty Streets', 'Westend']",The Future Sound Of Berlin,discogs_88761,495.0,Electronic / Dance,Mirrorpool,Germany
discogs_65139,['discogs_65139'],Neophyte Records,2011-06-15 00:00:00,"['Pitch Black', 'Here We Go', 'Only Once']",The Black Empire,discogs_65139,405.0,Electronic / Dance,Kasparov,Netherlands
lastFM_63721,['lastFM_63721'],,,[],Contradictions,lastFM_63721,,,SkyWeep,
lastFM_3381,['lastFM_3381'],,,[],*popular* Cheapest Electronics At The Service Of Destruction,lastFM_3381,,,La funciÃƒÂ³n de repulsa,
lastFM_78291,['lastFM_78291'],,,[],Double Trouble,lastFM_78291,,,Emmaly Brown,
discogs_187041,['discogs_187041'],Deutsche Grammophon Gesellschaft Pressing Plant,1965-01-01 00:00:00,"['Excerpts From Gregorian Chant', 'Excerpts From Gregorian Chant', 'Excerpt From ""Sederunt Principes""', 'Je Puis Trop Bien', 'Speciosa Facta Es', 'Pange Lingua', 'Stay, Heart,', ""La Favola d'Orfeo"", 'Fugge Paura', 'Excerpt From Mass In B Minor', 'Fugue In E Minor', 'Excerpt From Double Concerto For Harpsichord And Pianoforte', 'Excerpt From String Quartet In G Minor, Op. 74, No. 3', 'Aprite Presto, Aprite', 'Am Leuchtenden Sommermorgen', 'Parsifal', 'La Mer', 'Le Sacre Du Printemps', 'Excerpt From Wozzeck', 'Excerpt From String Quartet No. 4', 'Excerpt From Gesang Der Junglinge (Canticle Of The Hebrew Children In The Fiery Furnace)']",Musical Examples From Gregorian Chant To Electronic Music,discogs_187041,,Electronic / Dance,Various,United States of America
lastFM_49990,['lastFM_49990'],,,['Vespertine'],Vespertine,lastFM_49990,,,T. Rosenfeld,
discogs_103270,['discogs_103270'],Bomba Records (2),2012-12-31 00:00:00,,Confessions,discogs_103270,608.0,Electronic / Dance,Kain (20)|Seagull (5),Russia
discogs_2257,['discogs_2257'],,1995-01-01 00:00:00,"['Altairian Forces', 'Backside Of The Red Moon', 'Raid Over Endor (War Organ Mix)', 'Pulsar', 'No Gravity', 'Vatos On Planet X', 'White Dwarf', 'Future (This Is Our)']",Beyond The Final Frontier EP,discogs_2257,,Electronic / Dance,2 Waveforms,UK
discogs_102309,['discogs_102309'],Europa,1981-01-01 00:00:00,"['Im Bann Der Monsterspinne (1)', 'Im Bann Der Monsterspinne (2)']",Im Bann Der Monsterspinne,discogs_102309,,,H.G. Francis,Germany
discogs_129232,['discogs_129232'],Andrew Records|EMI (2),1994-01-01 00:00:00,"['The Beatles', 'Sie Liebt Dich', 'Komm, Gib Mir Diene Hand', 'Thank You Girl', ""I'll Get You"", 'This Boy', 'I Call Your Name', 'Matchbox', 'I Feel Fine', 'Bad Boy', ""I'm Down"", 'Rain', 'You Know My Name (Look Up The Number)', 'Yellow Submarine', 'Yellow Submarine', 'Only A Northern Song', 'All Together Now', 'Hey Bulldog', ""It's All Too Mach"", 'All You Need Is Love', 'Pepperland', 'Sea Of Time', 'Sea Of Holes', 'Sea Of Monsters', 'March Of The Meanies', 'Papperland Laid Waste', 'Yellow Submarine In Papperland']",The Beatles/Yellow Submarine,discogs_129232,3717.0,Rock,The Beatles,Russia
discogs_30902,['discogs_30902'],Olympic Records (4),1974-01-01 00:00:00,"['Voodoo Drums', 'Nibo Rhythms', 'Prayer To Shango', 'Petro Rhythms', 'Nago Rhythms', 'Invocation To Papa Legba', 'Dahomey Rhythms ""The Paul\'L"" / Maize Rhythm / Diouba Rhythm ""Cousin Zaca""']",Voodoo Ceremony In Haiti,discogs_30902,312.0,Folk,Various,United States of America
lastFM_50164,['lastFM_50164'],,,[],Revealing the Concealed EP,lastFM_50164,,,Current V.,
discogs_97936,['discogs_97936'],Virgin,2010-03-26 00:00:00,,This Is War,discogs_97936,171.0,Rock,30 Seconds To Mars,Europe
discogs_57217,['discogs_57217'],Inflamable,2003-01-01 00:00:00,"['Various', 'Various']",Voodoo Tape,discogs_57217,,Hip Hop / Rap,DJ Cam,France
discogs_142145,['discogs_142145'],Neurot Recordings,2014-01-01 00:00:00,"['Black Door', 'The Chalice And The Blade', 'Seer Of Circassia', 'White Hart', 'May 22, 1453', 'The Advesary', 'Fememorde', 'Valediction', 'Scimitar']",Old World | New Wave,discogs_142145,1216.0,Rock,Ides Of Gemini,United States of America
discogs_3616,['discogs_3616'],MFS,,"['Kurtisane', 'Crucial Experience']",Kurtisane / Crucial Experience,discogs_3616,,Electronic / Dance,Kama Arts,Germany
discogs_180662,['discogs_180662'],Weston Priory Productions,1977-01-01 00:00:00,"['Spirit Of God', 'Journeys Ended, Journeys Begun', 'Will You Take The Time', 'Your Eyes', 'Hand Of The Lord', 'A Time To Gather', 'Bread That Was Sown', 'In This Day, Oh God', 'It Is Your Name', 'The Sun Is Rising', 'Long Before I Know', 'My Friends, I Bless You', 'Spirit Of God (Reprise)']",Spirit Alive,discogs_180662,,Folk,The Monks Of Weston Priory,United States of America
discogs_167750,['discogs_167750'],Band 'N Vocal Mobile Recording Service,,"['Rock Island', 'Iowa Stubborn', 'Trouble', ""If You Don't Mind My Saying So"", 'Goodnight My Someone', 'Sincere', 'Pick A Little - Talk A Little', 'My White Knight', 'Wells Fargo Wagon', 'The Shipoopi', 'Lida Rose/ Will I Ever Tell You', 'Gary Indiana', 'Till There Was You', 'Seventy-Six Trombones']",Trouble Right Here In River City,discogs_167750,,,The Magical Morgan Music Man Company,United States of America
lastFM_51016,['lastFM_51016'],,,[],Bachata,lastFM_51016,,,J. Luis Guerra 4.40,
lastFM_70588,['lastFM_70588'],,,[],Ours Is Chrome,lastFM_70588,,,Superheaven,
discogs_141932,['discogs_141932'],中国唱片,,"['Liberation March', 'Song Of The Anti-Aircraft Marksmen', 'Quang Binh, My Native Place', 'The Big Elephant', 'Bright Shines The Moon In My Village', 'Your Voice Will Resound Generation After Generation', 'Tay Nguyen Dance', ""It's Time For Action"", 'Celebrate The Victory']",Liberation March - Marche De La Liberation - Songs Sung By The Visiting Song And Dance Ensemble Of The Democratic Republic Of Vietnam In China,discogs_141932,,Folk,Song And Dance Ensemble Of The Democratic Republic Of Vietnam,China
discogs_157786,['discogs_157786'],Not On Label (Sharon Van Etten Self-released),,"['Consolation Prize', 'I Fold', 'Cuddle Alone', 'I Miss Tennessee', 'Stick To Your Guns', 'Company Call', 'Fire', 'Why Should I Stay']",I Miss Tennessee,discogs_157786,,Rock,Sharon Van Etten,United States of America
lastFM_56172,['lastFM_56172'],,,"['Spoonful', 'Ball and Chain', 'Watermelon Man', 'Summertime', ""Medley: Hound Dog/Walkin' The Dog"", 'Sweet Little Angel', 'Sassy Mama']",The  Sun Collection,lastFM_56172,2146.0,,B. Mama Thornton,
mbrainz_5866,['mbrainz_5866'],,1996-01-01 00:00:00,"['Overtones', 'Your Presence', 'You Decide', 'Administer Control']",Let Me Be Broken,mbrainz_5866,1123.0,,Collateral Damage,United States of America
lastFM_69305,['lastFM_69305'],,,[],Silver Currents,lastFM_69305,,,D. Santo,
discogs_61425,['discogs_61425'],Coldharbour Recordings,2008-05-11 00:00:00,"['More Manners Please (Original Mix)', 'Superstition (Original Mix)']",More Manners Please / Superstition,discogs_61425,252.0,Electronic / Dance,Mr. Pit|B.E.N. (2),Netherlands
lastFM_45878,['lastFM_45878'],,,[],Absence (Remixes),lastFM_45878,,,R. Starr,
discogs_171665,['discogs_171665'],Duchesse,1988-01-01 00:00:00,"['Make It Easy On Yourself', ""The Sun Ain't Gonna Shine Anymore"", 'Land Of Thousand Dances', 'My Ship Is Coming In', 'There Goes My Baby', 'First Love Never Dies', 'Dancing In The Street', 'Love Minus Zero', 'Here Comes The Night', 'Tell The Truth', ""You're All Around Me"", 'Lonely Winds', 'People Get Ready', 'Take It Like A Man', 'In My Room', 'Another Tear Falls']",Greatest Hits,discogs_171665,1056.0,Pop,The Walker Brothers,Europe
discogs_51298,['discogs_51298'],Mercury,1983-01-01 00:00:00,,Pale Shelter,discogs_51298,400.0,Pop,Tears For Fears,United States of America
discogs_114765,['discogs_114765'],,2013-06-18 00:00:00,"['Page 1', 'The Necromanzee', 'Depths Of A Shadow', 'Deathsire Of The Obscurious', 'Dauden Innpå Dyden Slesker / Dødsrikets Fremtred', 'Zeckra Stigma Diabolicum', 'Darling Raven Woe', 'Hit The Button # 1 (Receiving All Deliverances)', 'Hit The Button # 2 (Fuck That Funk)', 'Page 2', ""Hit The Button # 3 (C'mon Let's Dance!!)"", 'A Nice Slice In The Pie', 'Reaper (Hellhammer Cover)', 'Metal And The Gaga Slut', 'Helldance Deluxe', ""Witchboundator (Reh. '97/Medley)"", 'Vi Ses Til Te...']",Hidden Hits Of The Official Reaper Vol. 1,discogs_114765,,Rock,Furze,Norway
discogs_39374,['discogs_39374'],Mercury,,"['Intro - Blueberry Hill', 'Jambalaya (On The Bayou)', 'Oh, What A Price', 'Domino Twist', 'Let The Four Winds Blow', 'Whole Lotta Loving', ""I'm Gonna Be A Wheel Someday"", ""I'm In The Mood For Love"", ""Please Don't Leave Me"", ""Ain't That A Shame"", 'So Long']",Greatest Hits,discogs_39374,432.0,Blues,Fats Domino,Canada
lastFM_53155,['lastFM_53155'],,,[],The Fame Singles Volume 2 1970-73,lastFM_53155,,,,
discogs_136092,['discogs_136092'],,1986-01-01 00:00:00,"['Les Préludes - Symphonie Poem No.3', 'Mephisto Waltz No.1 (Der Tanz In Der Dorfschenke)', 'Rákóczy March', 'Piano Concerto No.1 In E Flat Major', 'Hungarian Fantasia (Phantasie Über Ungarische Volksmelodien)', 'Réminiscenes De Don Juan', 'Hungarian Rhapsody No.2 In C Sharp Minor', ""Les Jeux D'Eau À La Villa D'Este (Troisième Année, No. 4)"", 'Grandes Études De Paganini No.3 In G Sharp Minor (La Campanella)', 'Grandes Études De Paganini No.6 In A Minor', 'Liebestraum No.3 In A Flat Major', 'Transcendental Studies No.5: Feux Follets (Allegretto)', 'Transcendental Studies No.11: Harmonies De Soir (Andantino)']",The Music Of Franz Liszt,discogs_136092,,Classical,Franz Liszt,UK
discogs_25843,['discogs_25843'],Polydor,1991-01-01 00:00:00,"['Ridy Oh', 'Lucie', 'Véronique', 'Yasmina', ""Si Tu Veux M'Arreter"", 'Moi Et Zarbie', ""Roland L'Cradoss"", 'Dans Ta Bouche', 'Manou Dis Nous Tout', 'Le Premier Poil', 'Les Traversées Sont Solitaires', ""Je N'Aime Que Ma Guitare"", ""Je N'En Peux Plus"", 'Je Vais Encore Dormir Tout Seul Ce Soir']",Je Vais Encore Dormir Tout Seul Ce Soir... (Et Je Vais Encore Le Regretter),discogs_25843,,,Elmer Food Beat,France
discogs_61979,['discogs_61979'],North & South,,"['Fashion', 'Left Outside']",Fashion / Left Outside,discogs_61979,,Rock,La Frange,UK
discogs_165303,['discogs_165303'],,1991-01-01 00:00:00,"['Calling Elvis', 'Walk Of Life', 'Planet Of New Orleans', 'Privat Investigation', 'Sultans Of Swing', 'On Every Street', 'You And Your Friend', 'Two Young Lovers', 'Tunnel Of Love', 'Money For Nothing', 'Brothers In Arms', 'Solid Rock']",On Every Street In Munich,discogs_165303,,Rock,Dire Straits,Germany
lastFM_71015,['lastFM_71015'],,,[],While The Music,lastFM_71015,,,Julie Covington,
discogs_47986,['discogs_47986'],Dream Wave Project,2000-10-24 00:00:00,['Analogue Clown'],Analogue Clown,discogs_47986,236.0,Electronic / Dance,Mummra,Netherlands
discogs_147759,['discogs_147759'],Long Branch Records,2014-03-07 00:00:00,"['Relations In The Unseen', 'Thanks For Nothing', 'The Ones We Never Knew', 'Out Of Phase', 'Panic Waves', 'Joker', 'Tonight', 'Origin: Unknown', 'Walking On Broken Glass', 'The Ghost Of A Chance', '...Like It Is', 'Golden Mean', 'Relations In The Unseen', 'Thanks For Nothing', 'The Ones We Never Knew', 'Out Of Phase', 'Panic Waves', 'Joker', 'Tonight', 'Origin: Unknown', 'Walking On Broken Glass', 'The Ghost Of A Chance', '...Like It Is', 'Golden Mean']",Relations In The Unseen,discogs_147759,1456.0,Rock,The Intersphere,Germany
discogs_198011,['discogs_198011'],De-Lite Records,,"['Let The Music Take Your Mind', 'Chocolate Buttermilk']",Let The Music Take Your Mind,discogs_198011,,R&B / Soul,Kool & The Gang,United States of America
discogs_8415,['discogs_8415'],Red Eye Records|Polydor,1993-05-31 00:00:00,"['Orleans Stomp', 'The Honeymoon Is Over', 'Delivery Man', 'The Right Time', 'Black Stick', 'Sly Din', 'Naked Flame', 'Woman With Soul', 'Seems Twice', 'Better Than Love', 'X-N-Pop', ""Let's Lay Down Here & Make Love"", 'Blame It On The Moon']",The Honeymoon Is Over,discogs_8415,1840.0,Rock,The Cruel Sea,Australia
discogs_54044,['discogs_54044'],Poker Sound,,"['The Voice Of Enigma', 'Principles Of Lust', 'Sadeness', 'Find Love', 'Sadeness (Reprise)', 'Callas Went Away', 'The Voice & The Snake', 'Mea Culpa', 'Knocking On Forbidden Doors', 'Back To The Rivers Of Belief', 'Way To Eternity', 'Hallelujah', 'The Rivers Of Belief']",MCMXC a.D.,discogs_54044,880.0,Electronic / Dance,Enigma,Poland
