id,nm,ly,stu,sys,g,fran
dbpedia_41098,SpellForce 2: Shadow Wars,01.01.2006,Phenomic,Mierosoft Windows,Real-time strategy,
dbpedia_41099,Grand Theft Auto: Vice City,01.01.2003,Rockstar North,Android (operating system),Action-adventure,Grand Theft Auto
dbpedia_41100,Starlink: Battle for Atlas,"January 01, 2018",Ubisoft Toronto,Microsoft Windows,Action-adventure,
dbpedia_41101,God of War video game collections,2009-01-01,Santa Monica Studio,PS3,and slash,God of War (franchise)
dbpedia_41102,Gunbird II,2000-01-01,Psikyo,Arcade game,Scrolling shooter,
dbpedia_41105,Duke Nukem 3D,2020-01-01,Nerve Software,,First-person shooter,
dbpedia_41106,Oddworld: Stranger's Wrath,"January 01, 2011",,IOS,FPS,Oddworld
dbpedia_41107,List of Monster Jam video games,01/01/2016,Virtuos,Switch,,
dbpedia_41108,Panzer Dragoon (video game),01.01.1995,Team Andromeda,XB1,Rajl euooter,Panzer Dragoon
dbpedia_41109,Street Fighter (video game),3p09-01-0q,,Amiga,,
dbpedia_41111,Populous II: Trials of the Olympian Gods,01/01/1991,Bullfrog Productions,FM Towns,God game,
dbpedia_41113,Skylanders: Trap Team,01.01.2014,Toys for Bob,3DS,,Sj7landerw
dbpedia_41114,Metal Slug 1st Mission,,Ukiyotei,Pocket Geo Neo Color,,
dbpedia_41117,Mercs,"January 01, 1990",,MeGa Drive/Genesis,,
dbpedia_41118,NASCAR 07,01.01.2006,Electronic Arts Tiburon,PS2,Spor,
dbpedia_41124,PixelJunk Shooter 2,"January 01, 2011",Q-Games,Vita,Multidirectional shooter,PixelJunk
dbpedia_41129,Fruit Ninja,01.01.2011,Halfbrick Studi,,Arcade game,
dbpedia_41130,Pro Evolution Soccer 2008,01/01/2007,,PC,Sports,
dbpedia_41131,Safecracker: The Ultimate Puzzle Adventure,01/01/2006,Kheops Studio,DS,Adventure game,
dbpedia_41132,Brain Challenge,01.01.2007,,Mac OS X,Puzzle game,
dbpedia_41134,World Championship Poker,01.01.2008,Point of View (developer),PlayStation Portable,Card game,
dbpedia_41136,Puyo Puyo 2,"January 01, 2013",Sega,PS2,Puzz,
dbpedia_41137,Bloons TD,,Ninja Kiwi,Xbox One,,
dbpedia_41138,Peggle,,PopCap Games,IOS,Puzzle video game,
dbpedia_41139,Assassin's Creed III: The Tyranny of King Washington,2013-01-01,Ubisoft Montreal,Wii U,Action-adventure game,
dbpedia_41142,The Bombing Islands,1997-01-01,Realtime Associates,,Puzzle video game,Kid Klown
dbpedia_41143,Dragon Slayer: The Legend of Heroes,01/01/1989,NihonFalcom,NEC PC-8801,,Dragon Slayer (series)
dbpedia_41144,Yakuza 4,01.01.2010,Seba development s57dios,PS3,Action-adventure,
dbpedia_41145,Brunswick Pro Bowling,20l6-O1-01,One Xbox,Wii,Sports,
dbpedia_41146,Alien Soldier,1995-01-01,Treasure (company),,,
dbpedia_41147,Finder Love,2006-01-01,Capcom,PlayStation Portable,Adventure game,
dbpedia_41148,Duke Nukem II,01/01/2015,3D Realms,DOS,Platform game,Duke Nukem
dbpedia_41149,Deadpool (video game),,High Moon Studios,Mierosoft Windows,Action-adventure game,
dbpedia_41150,Burn Zombie Burn,2009-01-01,Doublesix,Microsoft Windows,Shooter game,
dbpedia_41151,"Warhammer 40,000: Inquisitor – Martyr",2022-01,Ne9ckreGqmes,PS4,Action role-playing game,
dbpedia_41153,Persona 5,2019-01-01,P-Studio,Switch,Role-playing video game,
dbpedia_41155,Red Moon (game),,Level 9 Computing,MS-DOS,Interactive fiction,
dbpedia_41157,Descent (video game),1995-01-01,,,Shoot 'em up,
dbpedia_41159,Airport City,01/01/2012,,Facebook,Management simulation,
dbpedia_41160,Portal (video game),01/01/2013,Valve Corporation,Mac OS X,Puzzle-platform,
dbpedia_41161,Tron 2.0,"January 01, 2004",Climax,MacOS,,Tron (franchise)
dbpedia_41162,Uno (video game),01/01/2006,Carbonated Games,Android OS,Card game,
dbpedia_41163,Doomed Love,01/01/2021,,Microsoft Windows,Point-and-dick advcnture game,
dbpedia_41164,WarioWare D.I.Y.,"January 01, 2009",,WiiWare,Puzzle video game,Wario (series)
dbpedia_41165,Mortal Kombat Trilogy,01/01/1996,Midway Studios San Diego,Playstation,Fighting game,
dbpedia_41168,Broken Sword 5: The Serpent's Curse,,Revolution Software,Switch,Point-and-click adventure game,
dbpedia_41169,Centipede (1998 video game),"January 01, 1998",Mondo Media,Playstation,Shoot 'em up,
dbpedia_41170,World Championship Poker,,Point of View (developer),Wii,,
dbpedia_41171,Nicktoons: Battle for Volcano Island,2006-01-01,Natsume (company),Deutsche Schule,Action-adventure game,SpongeBob SquarePants games
dbpedia_41174,Mars: War Logs,,Spiders (developer),Xbox 360,Action role-playing game,
dbpedia_41175,Namco Museum Vol. 3,1996-01-01,Now Production,Playstation,,
dbpedia_41177,Zen Pinball,01.01.2008,Zen,,Pinball,
dbpedia_41178,Gain Ground,"January 01, 1988",Sega,TurboGrafx-CD,Action game,
dbpedia_41179,One Piece: Pirate Warriors (video game),01/01/2012,Omega Force,PS3,,One Piece: Pirate Warriors (series)
dbpedia_41182,Ridge Racer Accelerated,01.01.2009,,Android (operating system),Racing vidco gome,
dbpedia_41183,Metroid: Samus Returns,2017-01-01,MercurySteam,3DS,,
dbpedia_41184,The Simpsons: Road Rage,01.01.2001,Radical Entertainment,Game Boy Advance,Vehicular combat,The Simpsons video game list
dbpedia_41186,Harry Potter and the Chamber of Secrets (video game),"January 01, 2002",GameCube,Mac OS X 10.5,Action-adventure game,
dbpedia_41187,Castlevania II: Simon's Quest,01.01.1987,Konami,Famicom Disk System,Platform game,Castlevania
dbpedia_41194,Madden NFL 06,01.01.2005,EA Tiburon,Xbox 360,Sports game,
dbpedia_41196,Harry Potter and the Philosopher's Stone (video game),2002-01-01,Xbox (console),,Role-playing video game,
dbpedia_41197,Air (video game),01.01.2002,(company),IOS,Ero,
dbpedia_41199,Excitebike,2004-01-01,Nintendo Research & Development 1,game Arcade,Racing video game,
dbpedia_41202,Ni no Kuni mobile games,01/01/2010,Level-5 (company),IOS,card game,
dbpedia_41203,Naruto Shippuden: Ultimate Ninja Storm 2,01/01/2017,CyberConnect2,Switch,,Naruto: Ultimate Ninja
dbpedia_41205,Call of Duty: Black Ops III,01.01.2015,T4wyaech,360 Xbox,First-person shooter,Call of Duty
dbpedia_41206,Return of Ishtar,,Game studio company,PC-9801,List of maze video games,
dbpedia_41207,FIFA Soccer 96,1995-01-01,Game Boy,DOS,Sports game,FIFA (video game series)
dbpedia_41208,SimCity (1989 video game),,Nintendo Entertainment Analysis and,J2ME,City-building game,SimCity
dbpedia_41209,Lego Legacy: Heroes Unboxed,,Gameloft,IOS,Turn-baSed strategy,
dbpedia_41210,Caesar III,"January 01, 1998",Impressions Games,Windows,City Builder,City Building (series)
dbpedia_41211,Asterix & Obelix XXL 2: Mission: Las Vegum,01.01.2018,Tate In teractive,DS,Action-adventure game,
dbpedia_41212,Snatcher,1994-01-01,Konam i,Playstation,Graphic adventure game,
dbpedia_41213,Fatal Frame: Maiden of Black Water,01.01.2014,Koei Tecmo,Xbox One,Survival horror,Fatal Frame
dbpedia_41214,Aerobiz,01.01.1996,Koei,,,Koei
dbpedia_41215,Larva Mortus,"January 01, 2008",,Microsoft Windows,Top-down,
dbpedia_41216,Need for Speed: Carbon,01.01.2007,Exient Entertainment,PS2,Rocing gome,Need for Speed
dbpedia_41217,Zero Gunner 2,01.01.2001,Psikyo,Dreamcast,Shoot 'em up,
dbpedia_41218,Pac-Man World 2,01/01/2005,Namco,,P1atform gamc,List of Pac-Man video games
dbpedia_41220,Mortal Kombat 2,01.01.1994,Backbone Entertainment,PS3,Fighting game,Mortal Kombat
dbpedia_41222,Cho Aniki,,Masaya Games,Wii,Role-playing game,
dbpedia_41224,Miner Wars Arena,,Keen Software House,OS X,Action gomc,
dbpedia_41226,TwinBee,01.01.2015,Arika,Microsoft Windows,Scrolling shoo,
dbpedia_41228,The Settlers 7: Paths to a Kingdom,"January 01, 2010",Byte Blue,Microsoft Windows,Citu-buildihg gake,The Settlers
dbpedia_41232,Monster Jam games,2008-01-01,,Xbox One,Vehicular combat game,Monster Jam
dbpedia_41233,Darkness Within II: The Dark Lineage,01/01/2010,Zoetrope Interactive,Microsoft Windows,Adventure game,
dbpedia_41236,Mortal Kombat (1992 video game),,Midway Games,Jakks Pacific,,Mortal Kombat
dbpedia_41237,FIFA 22,"January 01, 2021",,,Sports game,
dbpedia_41238,,01.01.2012,Sega development studios,Microsoft Windows,,
dbpedia_41240,Mix Sports Mario,2010-01-01,Square Enix,Wii,Sports video game,
dbpedia_41243,Digital Devil Story: Megami Tensei II,01.01.1995,,Mobile game,Role-playing video game,
dbpedia_41244,English Country Tune,"January 01, 2011",Increpare,Linux,Puzzle video game,
dbpedia_41245,List of Fire Pro Wrestling games,01.01.1999,Human Entertainment,Wii,game Fighting,
dbpedia_41246,Lumines: Puzzle Fusion,2007-01-01,Q Entertainment,Switch,,
dbpedia_41250,Sonic Colors,01/01/2021,Sonic Team,PS4,Action-adventure,
dbpedia_41251,H.E.D.Z.,1998-01-01,VIS Interactive,,Action game,
dbpedia_41252,SkyDrift,2011-01-01,THQ Nordic,Microsoft Windows,Arcade racing,
dbpedia_41254,Darkstalkers 3,"January 01, 1998",Capcom,,Fighter,Darkstalkers
dbpedia_41256,Rage of the Dragons,2002-01-01,Evoga,Arcade game,,
dbpedia_41257,Driver (video game),01.01.1999,Crawfish Interactive,IOS,Action game,Driver (series)
dbpedia_41263,Savage: The Battle for Newerth,01.01.2003,Games S2,Mac OSX,,
dbpedia_41266,Romancing SaGa 3,1005-0q-01,,Android (operating system),Role-playing video game,
dbpedia_41267,Record of Agarest War Zero,01/01/2014,Laughing Jackal,,Tactical role-playing game,
dbpedia_41268,Ghosts 'n Goblins (video game),1986-01-01,Capcom,MSX,Platform game,Ghosts 'n Goblins
dbpedia_41269,Landing High JP,,,Arcade game,,Landing (series)
dbpedia_41270,Sonic the Hedgehog 4: Episode I,2012-01-01,,PS3,Platform game,
dbpedia_41271,MediEvil: Resurrection,01.01.2005,Cambridge Studio,PlayStation Portable,Hack and slash,MediEvil (series)
dbpedia_41272,Phoenix Wright: Ace Attorney – Trials and Tribulations,2006-01-01,Capcom Production Studio 4,Switch,Visual novel,Ace Attorney
dbpedia_41273,The Bard's Tale (2004 video game),01.01.2004,InXile Entertainment,OS X,,The Bard's Ta1c
dbpedia_41275,Angry Birds Go!,2013-01-01,Rovio Entertainment,Android (operating system),,
dbpedia_41276,Castleween,"January 01, 2003",Wanadoo Edition,PS2,Platform game,
dbpedia_41277,Hard Drivin',01.01.1990,Atari Games,Atari ST,Sim racing,
dbpedia_41282,Nobunaga's Ambition (video game),2010-01-01,Koei,Nintendo Entertainment System,Turn-based strategy,Nobunaga's Ambition
dbpedia_41283,BreakThru!,1994-01-01,Artech Digital Entertainment,Playstation,Puzzle video game,
dbpedia_41286,,01/01/2018,OtherSide Entertainment,PS4,Action role-playing game,Ultima (serie
dbpedia_41287,Echo Night 2: The Lord of Nightmares,,,Playstation,5urviva1 horror,Echo Night
dbpedia_41290,Oddworld: Munch's Oddysee,"January 01, 2001",Oddworld Inhabitants,,Platform game,Oddworld
dbpedia_41291,Age of Wonders: Planetfall,2019-Ol-01,Triumph Studios,Microsoft Windows,4X,Age of Wonders
dbpedia_41292,Lemonade Tycoon,01/01/2003,Jamdat,Windows Mobile,Business simulation game,
dbpedia_41294,Aliens: Fireteam Elite,2021-01-01,,,Third-person shooter,
dbpedia_41298,Solomon's Key,01/01/1986,Probe Software,,Puzzle video game,
dbpedia_41299,APB,"January 01, 2017",Realtime Worlds,Microsoft Windows,Action-adventure game,
dbpedia_41300,Road Rash II,,3d6 Gomcs,Game Boy Colo,Vehicular combat g,
dbpedia_41302,The Stanley Parable,"January 01, 2013",Crows Crows Crows,Xbox Series X/S,Adventure game,
dbpedia_41304,Lemmings (video game),01/01/1993,3DO Interactive Multiplayer,,Strategy video game,
dbpedia_41305,Animaniacs (video game),01.01.1997,Factor ,Game Boy,,
dbpedia_41306,Barnyard (video game),"January 01, 2006",,Wii,Adventure game,
dbpedia_41307,Dragon Crystal,01/01/2012,Sega,,Roguelike,
dbpedia_41308,Mega Man Legends (video game),,Capcom,PS3,Action role-playing gam,Mega Man Legends
dbpedia_41310,The King of Fighters 2000,"January 01, 2000",Dotemu,Macintosh,Fighting game,
dbpedia_41311,Brunswick Pro Bowling,01/01/2007,Xbox One,PS4,Ten Pin Bowling,
dbpedia_41313,Elements of Destruction,2008-01-01,Frozen Codebase,DS,Strotcgy game,
dbpedia_41317,Sid Meier's Pirates! (2004 video game),,Games Firaxis,Linux,Action-adventure game,
dbpedia_41322,Gekido,"January 01, 2000",NAPS team,Playstation,Beat up,
dbpedia_41324,Rally Cross (video game),01/01/1997,Sony Interactive Studios America,Playstation,Racing video game,
dbpedia_41325,The Sims 3,2010-01-01,Edge of Reality,Xbox 360,Sociol simulotion game,The
dbpedia_41331,SteamWorld Heist,2015-01-01,Image and Form,U Wii,Action-adventure game,
dbpedia_41334,The Last Express,01/01/2011,Smoking Car Productions,,Adventure video game,
dbpedia_41336,Portal 2,,Valve Corporation,Linux,,
dbpedia_41337,The Bard's Tale (2004 video game),"January 01, 2017",,P52,Action role-playing game,The Bard's Tale
dbpedia_41338,game) Road (video Off,,Razorworks,0Ew,Racing video game,
dbpedia_41340,Marvel Pinball,2013-01-01,Zen Studios,Wii U,Pinball,
dbpedia_41342,,01.01.2006,Lionhead Studios,MacOS,Real-time strategy,
dbpedia_41344,Rome: Total War,01/01/2016,Creative Qzsemvly,MacOS,Turn-based strategy,Total War (video game series)
dbpedia_41345,Dead Space Ignition,01.01.2010,Sumo Digital,PS3,Action game,Dead Space (franchise)
dbpedia_41346,Doom (1993 video game),1995-01-01,Id Software,Xbox 360,First-person shooter,
dbpedia_41347,Major League Baseball 2K8,"January 01, 2008",2K Los Angeles,Xbox 360,Sports Video Game,
dbpedia_41349,Street Fighter IV,"January 01, 2008",Dimps,IOS,Fighting game,
dbpedia_41350,Rabbids Go Home,"January 01, 2009",,Windows Microsoft,,Rabbids
dbpedia_41351,Uno (video game),2020-01-01,Carbonated Games,Google Stadia,Card game,
dbpedia_41352,Avatar: The Last Airbender – The Burning Earth,01/01/2007,Halfbrick,,Action-adventure game,
dbpedia_41354,Pajama Sam 2: Thunder and Lightning Aren't so Frightening,01/01/2014,Humongous Entertainment,Linux,Adventure game,
dbpedia_41355,Wizardry: Proving Grounds of the Mad Overlord,01.01.2001,,Macintosh,Role-playing video game,
dbpedia_41356,Need for Speed: Undercover,2008-01-01,,IOS,Racing game,
dbpedia_41357,Lego Minifigures Online,01/01/2015,Funcom,IOS,Massively game online multiplayer,
dbpedia_41359,Lode Runner,,Irem,,Puzzle-platform game,
dbpedia_41360,The Elder Scrolls II: Daggerfall,01.01.1996,Flashpoint Productions,MS-DOS,Action role-playing game,
dbpedia_41362,Samurai Warriors 2,"January 01, 2013",Omega Force,PS2,Hack and slash,Samurai Warriors
dbpedia_41363,Umihara Kawase,01/01/2013,,PlayStation Vita,Platform video game,
dbpedia_41364,Major League Baseball 2K11,"January 01, 2011",Visual Concepts,Microsoft Windows,Sports game,2K Sports Major League Baseball series
dbpedia_41365,Dengeki Bunko: Fighting Climax,"January 01, 2014",Ecole Software,PS Vita,Fighter,
dbpedia_41367,Shannara (video game),,The Coles,Microsoft Windows,Adventure game,
dbpedia_41368,Tomoyo After: It's a Wonderful Life,01/01/2007,Key for company,PS3,Eroge,
dbpedia_41370,List of Fire Pro Wrestling games,2003-01-01,Spike Chunsoft,Arcade Game,,
dbpedia_41371,Gun (video game),,Rebellion Developments,GameCube,Action-adventure game,
dbpedia_41373,Dissidia Final Fantasy NT,,Team Ninja,,ARPG,Final Fantasy
dbpedia_41375,List of Monster Jam video games,"January 01, 2014",Team 6 Game Studios,Switch,Combat racing game,
dbpedia_41376,Groove Coaster,01/01/2012,Matrix Software,Android (operating system),Rhythm game,
dbpedia_41378,Genesis Darksiders,01.01.2019,Airship Syndicate,Microsoft Windows,Hack and slash,
dbpedia_41379,Lunar: Eternal Blue,01/01/1999,,Mega CD,Role-playing video game,Lunar (series)
dbpedia_41380,Burnout Paradise,01/01/2008,Criterion Games,PC,Racing video game,
dbpedia_41381,Littlest Pet Shop (video game),2008-01-01,EA Lake Salt,Microsoft Windows,Simulation,
dbpedia_41382,List of Fire Pro Wrestling games,01/01/2005,Spike Chunsoft,Playstation,Professional wrestling,
dbpedia_41383,Smashing Drive,"January 01, 2002",Gaelco,Xbox,Racing game video,
dbpedia_41384,Assassin's Creed III: Liberation,2021-01-01,Ubisoft Milan,PS4,Action-adventure game,Assassin's Creed
dbpedia_41385,Another World (video game),01.01.2014,Interplay Entertainment,Microsoft Windows,Action game,
dbpedia_41386,Ark: Survival Evolved,"January 01, 2021",Wildcard,Linux,M MORPG,
dbpedia_41389,Minecraft,01/01/2011,Mojang Studios,,Sandbox game,
dbpedia_41390,Killing Floor 2,,Tripwire Interactive,Xbox One,First-person shooter,
dbpedia_41392,Tomato Adventure,01/01/2002,AlphaDream,Game Boy Advance,Role-playing video,
dbpedia_41393,The Godfather (2006 video game),01.01.2006,EA Shores,Portable PlayStation,Action-adventure game,
dbpedia_41394,List of Fire Pro Wrestling games,"January 01, 2017",Spike (company),PlayStation Network,game Fighting,Fire Wrestling
dbpedia_41395,Oddworld Stranger's Wrath,01/01/2015,Just Add Water (company),Ouya,Third-person shooter,Oddworld
dbpedia_41396,Championship Manager 3,01/01/1999,,Microsoft Windows,Sports game,
dbpedia_41397,Urban Legend in Limbo,01.01.2015,Twilight Frontier,Microsoft Windows,Fighting game,Touhou Project
dbpedia_41398,Civilization VI: Gathering Storm,"January 01, 2019",Firaxis Games,Microsoft Windows,Turn-bascd stratcgy,
dbpedia_41400,Air (video game),2012-01-01,Key (company),Freedom of Mobile Multimedia Access,Visual novel,
dbpedia_41402,List of Fire Pro Wrestling games,"January 01, 2017",Spike Chunsoft,Mobage,Professional wrestling,Fire Pro Wrestling
dbpedia_41403,Hatena Satena,2001-01-01,"Hudson Soft Co., Ltd.",Boy Advance,Computer puzzle gam,
dbpedia_41404,FIFA Street 2,01/01/2006,DZ Csnada,Mobile phone,Sports game,FIFA (video game
dbpedia_41406,The Mummy Demastered,"January 01, 2017",WoyForword,PS4,Metroidvania,
dbpedia_41407,Le Mans 24 Hours (video game),01.01.2000,VD-dev,PS2,Racing game,Test (series)
dbpedia_41408,LittleBigPlanet (2008 video game),01.01.2008,Media Molecule,PS3,Sandbox game,LittleBigPlanet
dbpedia_41410,Panzer Dragoon (video game),"January 01, 1996",Sega,Sega Saturn,Rail shooter,Panzer Dragoon
dbpedia_41411,Rocket Knight,2010-01-01,,Microsoft Windows,2.5D,
dbpedia_41412,Zone Crisis,1999-01-01,Tose (company),Arcade game,ShOot 'em up,
dbpedia_41417,List of Monster Jam video games,2016-01-01,Virtuos,IOS,Racing video game,Monster Jam
dbpedia_41418,Arena Football (2006 video game),,Electronic Arts,Xbox,Sports game,
dbpedia_41420,XBlaze Lost: Memories,01.01.2015,,Windows,Visual novel,BlazBlue
dbpedia_41425,Switchblade (video game),2013-01-01,,ZX Spectrum,Action game,
dbpedia_41426,,"January 01, 2011",,Windows,Visuol nove1,
dbpedia_41427,King of the Monsters (video game),1991-01-01,DotEmu,Microsoft  Windows,Fighting game,
dbpedia_41428,Darksiders II,01/01/2019,Vigil Games,Google Stadia,Action role-playing game,Dsrkdieers
dbpedia_41429,Torchlight,2009-01-01,Runic Ga,,Hack and slash,
dbpedia_41430,Gotcha! Extreme Paintball,,Sixteen Tons Entertainment,Windows,First-person shooter,
dbpedia_41431,The Fairly OddParents: Breakin' da Rules,2003-01-01,Blitz Games Studio,Game Boy Advance,Action game,The Fairly OddParents
dbpedia_41437,Tacoma (video game),"January 01, 2018",Fullbright (company),PS4,Adventure game,
dbpedia_41438,Asphalt: Urban GT 2,01.01.2005,,PlayStation Portable,Racing video game,Asphalt (series)
dbpedia_41440,RoboCop (1988 video game),"January 01, 1989",Quicksilver Software,,Beat 'em up,
dbpedia_41441,Tiny Toon Adventures: Buster's Bad Dream,,Treasure Co. Ltd,Boy Advance,Beat 'em up,
dbpedia_41442,Underwurlde,,Ultimate Play the Game,Commodore 64,Action-adventure game,
dbpedia_41444,Marathon 2: Durandal,01/01/2007,Freeverse,Apple Pippin Interactive Multimedia System,shooter First-person,Maratbon Tri1ogy
dbpedia_41445,Doom 64,01.01.1997,Midway StudiosSan Diego,Google Stadia,First-person shooter,Doom (franchise)
dbpedia_41446,GunForce II,,Irem,Arcade,Shoot 'em up,
dbpedia_41448,DuckTales: The Quest for Gold,,Incredible Technologies,Atari ST,game,DuckTales
