id,t,ar,rd,rc,du,lb,g,tk
mbrainz_19735,Harvest Moon,V0tij,01/01/2013,Poland,1:09:03,,,"['Vicious Circle', 'Cobwebs', 'First Felt Pain', 'New Made Man', 'Numb', 'Ember Night', 'Bruises', 'Steps in the Gloom', 'Deadringer', 'Coda', 'Numb (Reprise)']"
mbrainz_19740,Encores,"Cline, Patsy",,States United of America,0:28:59,,,"['That Wondeful Someone', 'I Love You Honey', ""Poor Man's Roses or Rich Man's Gold"", 'Today, Tomorrow and Forever', 'A Stranger in My Arms', ""I've Loved and Lost Again"", 'The Heart You Break May Be Your Own', 'Stop, Look & Listen', 'Fingerprints', 'Try Again', ""Don't Ever Leave Me"", ""Then You'll Know""]"
mbrainz_19744,Golden Classics,"Franklin, Erma",01.01.1993,,38:18,,,"['Big Boss Man', ""Don't Catch the Dog's Bone"", 'Piece of My Heart', 'Baby, What You Want Me to Do', 'Open Up Your Soul', 'Abracadabra', ""I'm Just Not Ready for Love"", ""Don't Have the Right to Cry"", ""It's Over"", 'Never Let Me Go', 'Each Night I Cry', 'Saving My Love for You', 'Pledging My Love', 'Detour Ahead']"
mbrainz_19745,The Evocation of the Unseen,Fear of Eternity,2013,Arg entina,42m 56s,,,"['Intro', 'Kidnapped by Death', 'That Confused Memory', 'In That Superior World', 'The Evocation of the Unseen', 'While We Are Awake', 'Consulting the Dead', 'In My Previous Life', 'Unavoidable Rebirth', 'Outro']"
mbrainz_19757,Born to Die in Suburbia,Night Birds,2O13-O7-09,United States of America,0:29:43,,,"['Escape From New York', 'Born to Die in Suburbia', 'Modern Morons', 'Domestic Dispute', 'No Spoilers', 'Ads in My Eyes', 'Nazi Gold', 'Silver Alert', 'Pretty Poison', 'Villa Obscura', 'Maimed for the Masses', 'New Cults', 'Less the Merrier', 'Golden Opportunity']"
mbrainz_19770,Infinite Spaces,My Universe,2009-01-10,,1:00:58,,,"['To Step Beyond...', '... The Fear of the Unknown', 'Secrets of the Past', 'Happy Years', 'Who Shaped the Reality?', 'Alone', 'The Tribe', 'Magnificently Different', 'To See a Thousand Years', 'Star Masters', 'The Rise and Fall of Eyrie', 'The Eternal Silence of Younder Infinite Spaces', 'Doomed to Love', 'We Can Make the Future']"
mbrainz_19811,Beyond the Valley of the X,"X Brothers, The",2006,America States of United,52m 30s,,,"['(Wish I Could Fly Like) Superman', 'Money Machine', 'Bar Room Blues', 'Do It All for You', 'Is This for Real?', 'Psycho', ""Deadman Walkin'"", 'Hot Rails to Hell', 'Beyond the Valley of the X', 'Doctor Music', 'Downtown', 'Last Days of May', 'Stairway to the Stars', '2000 Light Years From Home']"
mbrainz_19825,Echoes of Abomination,Carrioned,02/01/2013,,,,,"['Dirge for the Forsaken (Descend into Oblivion)', 'Liturgy for Dying Remains', 'Shrouded in Agony', 'Carrioned (Rotting Remnants)', 'Resurrected Abomination', 'Soul Stoma', 'Bigotry (All in the Name of God)', 'Consacrated to Nihilism', 'Forced to Immolation', 'Intro', 'Hatred to All', 'Infected with Life', 'Soul Stoma', 'Pre-Mortal Inhumation']"
mbrainz_19831,Echoes of the Past,Ravcan,2013-07-06,,4525,,,"['Echoes of the Past', 'Fire of Ã…mphigÃºeis', 'Deimos', 'Simulacrum', 'Horror', 'Reducto']"
mbrainz_19832,Echoes,"Jones, Rena",2013-04-01,United States of America,46m 30s,,,"['Echoes', 'Shadows', 'Wishes', 'Returning to the Source', 'Dusk Till Dawn', 'Mirror Me', 'All That Ever Was', 'Dancing With the Universe', 'Mesmerized', 'Falling Into Place']"
mbrainz_19853,Mancuerda Confessions,Shock Frontier,2013,United States of America,1h 12m 2s,,,"['Paroxysm', 'Angels Upon Iron Horses', 'Blood Eagle Zealot', 'The Confessional', 'Controlled Atmosphere Killing', 'Understand the Extent of Our Disintegration', 'Decrepitude Approaching', 'Mancuerda', 'This Is Paradise']"
mbrainz_19858,Malibu Sunrise,Lueur,2012,,4:58,,,['Malibu Sunrise']
mbrainz_19860,The Chronicles of Modern Life,"Priestman, Henry",2008,United Kingdom of Great Britain and Northern Ireland,2692,,,"[""Don't You Love Me No More?"", 'Old', ""What You Doin' With Me?"", ""It's Called a Heart"", ""Grey's the New Blonde"", ""He Ain't Good Enough for You"", 'The Idiot', 'The Sacred Scrolls of Pop', 'Did I Fight in the Punk Wars for This?', 'No to the Logo', ""It's What You Leave Behind"", 'Goodbye Mr. Lee (... and Thanks)', 'Suffice to Say']"
mbrainz_19871,In Love Again: The Music of Richard Rodgers,"Stacey Kent,",28.01.2002,United Kingdom of Great Britain and Northern Ireland,53m 45s,,,"['Shall We Dance?', 'Bewitched, Bothered and Bewildered', 'My Heart Stood Still', 'It Never Entered My Mind', 'I Wish I Were in Love Again', 'Thou Swell', 'It Might as Well Be Spring', ""Nobody's Heart (Belongs to Me)"", ""I'm Gonna Wash That Man Right Outta My Hair"", ""This Can't Be Love"", 'Easy to Remember', 'Manhattan', ""Bali Ha'i""]"
mbrainz_19901,The Singles Collection,"Cooke, Sam",12/19/2013,France,0s,,,"['Wonderful World', 'Chain Gang', 'Win Your Love for Me', 'There, Iâ€™ve Said It Again', 'Love You Most of All', 'One Hour Ahead of the Posse', 'Blue Moon', 'You Understand Me', 'Summertime, Part 1', 'Twistinâ€™ the Night Away', 'For Sentimental Reasons', 'Thatâ€™s It, I Quit, Iâ€™m Movinâ€™ On', 'Lonely Island', 'Farewell My Darling', 'Only Sixteen', 'Desire Me', 'I Need You Now', 'Nothing Can Change This Love', 'Everybody Loves to Cha Cha Cha', 'Cupid', 'Teenage Sonata', 'Itâ€™s All Right', 'If You Were the Only Girl', 'I Fall in Love Every Day', 'Happy in Love', 'Donâ€™t Fight It Feel It', 'Bring It On Home to Me', 'Having a Party', 'Sad Mood', 'Forever', 'Love Me', 'One More Time', 'Iâ€™ll Come Running Back to You', 'You Were Made for Me', 'You Send Me']"
mbrainz_19919,Vessel of Weakness,Ralph van Manen,,,44:06,,,"['Secret of a Small Town', 'Open Up Your Eyes', 'Mystery of Love', 'First Love', 'I Will Be', 'Vessel of Weakness', 'Through Heaven Eyes', 'Whenever I Walk', 'Everything', 'Messenger From Heaven', 'Shepherd of Love']"
mbrainz_19923,The Complete Recordings: Recorded 1902-1920,Enrico Caruso,2004-10-11,,4319,,,"['Germania: Prologue. Studenti! Udite!', 'Germania: Ah, vieni quiâ€¦ No, non chiuder gli occhi', 'Rigoletto: Questa o quella', 'Aida: Celeste Aida', 'Manon: O dolce incanto (II sogno)', 'Lâ€™elisir dâ€™amore: Una furtiva lagrima', 'Mefistofele: Dai campi, dai prati', 'Mefistofele: Giunto sul passo estremo (Epilogue)', 'Tosca: E lucevan le stelle', 'Iris: Act 1. Apri La Tua Finestra (Serenata)', 'Mefistofele: Dai campi, dai prati', 'Fedora: Act II. Amor ti vieta', 'Aida: Celeste Aida', 'La Gioconda: Act II. Cielo e mar!', 'Pagliacci: Vesti la giubba', 'Cavalleria rusticana: O Lola (Siciliana)', 'Non tâ€™amo piÃ¹', 'La mia canzone', 'Adriana Lecouvreur: No, piÃ¹ nobile', 'Luna fedel', 'Un bacio ancora', 'Luna fedel', 'Lâ€™elisir dâ€™amore: Una furtiva lagrima', 'Tosca: E lucevan le stelle', 'Germania: Act I. Ah, vieni qui... No, non chiuder gli occhi vaghi', 'Rigoletto: La donna Ã¨ mobile', 'Cavalleria rusticana: O Lola (Siciliana)', 'Tu non mi vuoi piÃ¹ bene', 'Tosca: E lucevan le stelle', 'Les Huguenots: Qui sotto il ciel', 'Rigoletto: Questa o quella', 'Rigoletto: La donna Ã¨ mobile', 'Lâ€™elisir dâ€™amore: Una furtiva lagrima', 'Aida: Celeste Aida', 'Tosca: Recondita armonia', 'Tosca: E lucevan le stelle', 'Cavalleria rusticana: Siciliana', 'Pagliacci: Vesti la giubba', 'Manon: Il sogno ""Chiudo gli occhi""', 'Mattinata', ""I pescatori di perle: Mi par d'udir ancor"", 'Don Pasquale: Serenata ""Com\'Ã¨ gentil""', 'Carmen: Il fior che avevi a me', 'Les Huguenots: Bianca al par di neve alpina', 'La Gioconda: Cielo e mar!', 'Cavalleria rusticana: Brindisi', ""Martha: M'appari tutt'amor"", 'La bohÃ¨me: Che gelida manina', 'Faust: Salut, demeure chaste et pure', 'Il trovatore: Di quella pira', 'La Favorita: ""Romanza: Spirto gentil, ne\' sogni miei""', 'Aida: Celeste Aida', 'La forza del destino: Solenne in questâ€™ora', 'Triste ritorno', 'Ideale', 'Lâ€™africana: O paradiso', 'Rigoletto: Bella figlia dellâ€™amore', 'Andrea Chenier: Un dÃ¬ allâ€™azzurro spazio', 'Pagliacci: Vesti la giubba', 'La bohÃ¨me: O MimÃ¬, tu piÃ¹ non torni', 'The Pearl Fishers: Del tempio al limita', 'La bohÃ¨me: O soave fanciulla', 'Don Sebastiano: Deserto in terra', 'Don Sebastiano: Deserto in terra', 'Adorables tourments', 'Rigoletto: Bella figlia dellâ€™amore', 'Lucia di Lammermoor: Chi mi frena in tal momento?', 'Madama Butterfly: O quanti occhi fisi', 'La bohÃ¨me: Ackho, dolce svegliare alla mattina', 'Rigoletto: Bella figlia dellâ€™amore', 'Lolita', 'Rigoletto: ""Questa o quella""', 'Rigoletto: ""La donna Ã¨ mobile""', 'Il trovatore: ""Ah, sÃ¬, ben mio""', 'Il trovatore: ""Ai nostri monti ritorneremo""', 'Aida: ""Celeste Aida""', 'Pour un baiser', ""Mamma mia, che vo' sapÃ¨"", 'La forza del destino: ""O tu che in seno agli angeli""', 'Tosca: ""Recondita armonia""', 'Tosca: ""E lucevan le stelle""', 'Aida: ""La fatal pietra""', 'Aida: ""O terra addio""', 'Regina di Saba: Act II. ""Magiche note""', 'Carmen: ""Il fior che avevi a me tu dato""', 'Carmen: ""La fleur que tu m\'avais jetÃ©e""', 'Gli ugonotti: ""Bianca al par di neve alpina""', 'Il trovatore: ""Miserere: Ah! che la morte ognora""', 'Il trovatore: ""Miserere: Ah! che la morte ognora""', 'Martha: ""Solo, profugo, reietto!""', 'Faust: ""Ã” merveille!""', 'Faust: ""Seigneur Dieu, que vois-je?""', 'Faust: ""Eh! quoi! toujours seule?""', 'Faust: ""Il se fait tard""', 'Faust: ""Eternelle? Ã” nuit d\'amour""', 'Faust: ""Que voulez-vous, messieurs?""', 'Faust: ""Mon cÅ“ur est pÃ©nÃ©trÃ© d\'Ã©pouvante""', 'Faust: ""Attends! Voici la rue""', 'Faust: ""Alerte! Ou vous Ãªtes perdus!""', 'Germania: ""Studenti! Udite!""', 'Germania: ""No, non chiuder gli occhi vaghi""', 'Madama Butterfly: ""Amore o grillo""', 'Madama Butterfly: ""Non ve l\'avevo detto?""', 'La Gioconda: ""Cielo e mar!""', 'Pagliacci: ""No! Pagliaccio non son""', 'Otello: ""Ora e per sempre addio""', 'For You Alone', 'Cavalleria Rusticana: Siciliana ""O Lola""', 'Il trovatore: ""Mal reggendo""', 'Il trovatore: ""Se m\'ami ancor"" ... ""Ai nostri monti""', 'Addio', 'Aida: ""GiÃ\xa0 i sacerdoti adunansi""', 'Aida: ""Misero appien mi festi""', 'Un ballo in maschera: Act I. ""Di\' tu se fedele""', 'Eternamente', 'La BohÃ¨me: Act II. ""Io non ho che una povera stanzetta""', 'La BohÃ¨me: Act III. ""Musette! O gioia della mia dimora!""', 'Lo schiavo: Act II. ""L\'importuna insistenza""', ""Core 'ngrato"", 'La forza del destino: Act IV. ""Invano, Alvaro""', 'La forza del destino: Act IV. ""La minaccie i fieri accenti""', 'L\'elisir d\'amore: Act II.""Una furtiva lagrima""', ""Canta pe'me"", 'Love Is Mine', 'Un ballo in maschera: Act III. ""Forse la soglia attinse""', 'Manon: Act III. ""Je suis seul"" ... ""Ah! fuyez, douce image""', 'Aida: Act I. ""Se quel guerrier io fossi"" ... ""Celeste Aida""', 'Martha: Act II. ""Siam giuinti, o giovinette""', 'Martha: Act II. ""Questo camero Ã¨ per voi!""', 'Martha: Act II. ""Presto, presto andiam""', 'Martha: Act II. ""T\'ho raggiunta, sciagurata!...Dormi pur""', 'I lombardi: Act III. ""Qual voluttÃ\xa0 trascorrere""', 'Crucifix', 'Lucia di Lammermoor: Act II. ""Chi mi frena in tal momento?""', 'Tarantella sincera', 'Rigoletto: Act IV. ""Bella figlia dell\'amore""', 'La danza', 'Dreams of Long Ago', 'The Lost Chord', 'Because', 'Hosanna', 'Manon: Act II. ""Manon! On l\'appelle Manon""', 'La bohÃ¨me: Act I. ""O soave fanciulla""', 'Don Carlo: Act II. ""Domanda al ciel Dio""', 'Il trovatore: Act IV. ""Se m\'ami ancor"" ... ""Ai nostri monti""', 'Pimpinella', 'Rigoletto: Act III. ""Ella mi fu rapita!"" ... ""Parmi veder le lagrime""', 'Agnus Dei', 'Manon Lescaut: Act I. ""Donna non vidi mai""', 'Ave Maria', 'ElÃ©gie', 'Lasciati amar', 'Guardannâ€™a luna', 'Your Eyes Have Told Me What I Did Not Know', 'Fenesta che lucive', 'Stabat Mater: Cuius animam', 'Les rameuax', 'Cavalleria Rusticana: Addio alla madre', 'Otello, Act I: Oh! mostruosa colpa! Si, pel ciel', 'SÃ©rÃ©nade de Don Juan', 'Amor mio', 'Manella mia', 'Les rameuax', 'Trusting Eyes', 'SÃ©rÃ©nade espagnole', 'Parted', 'Un ballo in maschera, Act I: La rivedrÃ\xa0 nellâ€™estasi', 'Un ballo in maschera, Act I: Ã’ scherzo od follia', 'La Partida', 'El milagro de la Virgen: Flores purisimas', 'La Traviata, Act I: Brindisi ""Libiamo, Libiamo""', 'Il Guarany, Act I: ""Sento una forza indomita""', ""Hantise d'amour"", 'Carmen, Act I: ""Parle-moi de ma mÃ¨re""', 'Carmen, Act I: ""Parle-moi de ma mÃ¨re""', 'La mia canzone', 'PecchÃ¨?', 'Cielo turchino', 'Requiem: Ingemisco', 'Il Duca d\'Alba, Act IV: ""Angelo casto e bel""', ""Si vous l'aviez compris"", 'Les deux sÃ©rÃ©nades', 'La Procession', 'Le Cid, Act III: ""Ah! Tout est bien fini! Ã” Souverain, Ã´ Juge, Ã´ Pere!""', ""Luna d'estate"", ""'O sole mio"", 'La Reine de Saba, Act II: ""Faiblesse de la race humaine!"" ... ""Inspirez-moi, race devine""', 'Mia sposa sarÃ\xa0 la mia bandiera', 'Macbeth, Act IV: ""Ah, la paterna mano""', 'La BohÃ¨me, Act IV: ""Vecchia zimarra""', 'Cantique de NoÃ«l', 'Sancta Maria', 'Tiempo antico', 'Santa Lucia', 'Pourquoi?', 'Eugene Onegin, Act II: Pour moi ce jour eset tout mystÃ¨re', 'Chanson de juin, Op. 102, No. 6', 'Andrea ChÃ©nier, Act IV: Come un bel dÃ¬ di maggio', 'Samson et Dalila, Act III: Vois ma misÃ¨re, hÃ©las', 'Les pÃªcheurs de perles, Act I: Je crois entendre encore', 'Les pÃªcheurs de perles, Act II: De mon amie, fleur endormie', 'Rigoletto, Act IV: Quartet: Bella figlia dellâ€™amore', 'Rigoletto, Act IV: Quartet: Bella figlia dellâ€™amore', 'Lucia di Lammermoor, Act II: Sextet: Chi mi frena in tal momento', 'Lucia di Lammermoor, Act II: Sextet: Chi mi frena in tal momento', 'Martha, Act III: Mâ€™appari tuttâ€™amor', 'Musica proibita', 'Uocchie celeste', 'Lâ€™alba separa dalla luce lâ€™ombra', 'Lâ€™alba separa dalla luce lâ€™ombra', 'NÃ©ron, Act II: Ah! lumiÃ¨re du jour', 'NÃ©ron, Act II: Ah! lumiÃ¨re du jour', 'A la luz de la Luna', 'Sei morta ne la vita mia', 'La Partida', 'La Forza del Destino, Act III: NÃ¨ gustare mâ€™Ã¨ dato; Sleale! Il segreto fu dunque violato?', 'Over There...Par lÃ\xa0-bas', 'PietÃ\xa0, Signore!', 'A Granada', 'Campane a sera â€œAve Mariaâ€?', 'Inno di Garibaldi', 'La Campana di San Giusto', 'Le RÃ©giment de Sambre et Meuse', 'Sultanto a Tte', 'Samson et Dalila, Act I: Je viens cÃ©lÃ©brer la victoire', 'Lâ€™elisir dâ€™amore, Act II: Venti scudi!', 'â€™A vucchella', 'Vieni sul mar', 'Tu, ca nun chiagne', 'Addio a Napoli', 'Nina', 'PremiÃ¨re caresse', 'Senza nisciuno', 'Salvator Rosa, Act I: Mia cirella', 'Serenata', 'Scordame', 'Love Me or Not', 'Serse, Act I: Ombra mai fu', 'Noche Feliz', 'La Juive, Act IV: Rachel, quand du Seigneur', 'Iâ€™ mâ€™arricordo â€™e Napule', 'Vaghissima sembianza', ""L'Africana, Act III: Deh, châ€™io ritorni"", 'Amadis de Gaule, Act II: Bois Ã©pais', 'A Dream', 'Petite messe solennelle: Domine Deus', 'Petite messe solennelle: Crucifixus', 'Liberty Forever', 'Miss Innocence: My Cousin Caruso', 'Germania: Studenti, udite']"
mbrainz_19967,Invisible Empire // Crescent Moon,KT,2013-08-06,United States of America,1:08:01,,,"['Invisible Empire', 'Made of Glass', 'How You Kill Me', 'Carried', 'Old Man Song', 'Yellow Flower', 'Crescent Moon', 'Waiting on the Heart', 'Feel It All', 'Chimes', 'Honeydew', 'No Better Shoulder', 'Feel It All (band jam)', 'Hallowed Ground', 'Never Be the Same Again', 'Crows', 'The Boys of Summer']"
mbrainz_19986,The Concrete We're Trapped Within (It's Yours),Sonic Boom Six,2009,United Kingdom of Great Britain and Northern Ireland,18:07,,,"[""The Concrete We're Trapped Within (It's Yours) (radio edit)"", 'Nine Stitches', 'This Is Real', ""The Concrete We're Trapped Within (It's Yours) (Ben C remix)"", ""The Concrete We're Trapped Within (It's Yours)""]"
mbrainz_19987,Bellum Omnium Contra Omnes,Written in Torment,14.05.2013,United Kingdom of Great Britain and Northern Ireland,57m 59s,,,"['Earth Decimated', 'Eternities of Suffering Endured', 'Beast of the Depths', 'Descent into Total Madness', ""O' Fortuna"", 'Grief', 'Solitude', 'Behold the Trinity Maimed and Rotten', 'A Pig Hung in Golgotha', 'Necessary Evil']"
mbrainz_19991,Things Fall Apart,"Kahn, Jason",07/01/2013,Malaysia,52m 57s,,,"['Catcher', 'Im Raum', 'Dreaming Of', 'Message For', 'We Fall', 'Mornings', 'Split Hum', 'Calling', 'Semblance', 'An Arc', 'Wait', 'Speaker 13', 'Last Drum', 'Night']"
mbrainz_19993,Tempest,Lycus,2013-07-09,United States of America,2508,,,"['Coma Burn', 'Engravings', 'Tempest']"
mbrainz_19994,Judgement and Restoration,Ethereal Scourge,,,2610,,,"['Through the Waters', 'Warcry', 'Refuge', 'Estranged From the Womb', 'Shroud of Mist', 'Earthshaker', 'Hecatombs', 'Restoration', 'Quiet Surround', 'Subconscious', 'Giver of Life']"
mbrainz_20044,Smells Like Team Spirit,Per Vers,,Denmark,1h 9m 52s,,,"['Intro', 'Hvem skal redde byen fra de rige', 'RastlÃ¸s, Part 2', 'Dans for satan', 'SÃ¥ lÃ¦nge', 'PÃ¥ belÃ¸bet tak', 'Do U Know?', 'Interlude: Syv Sure MÃ¦nd', 'Sig op i morgen', 'Noget sÃ¦rligt', 'Interlude: Good Copy, Bad Copy', 'RÃ¸volution', 'Antiamerikansk dans', 'Something About the Sound', '1MC1DJ Tribute', 'Hvem er det der banker', '24 timer', '365 dage']"
mbrainz_20049,Nepenthe,Julianna Barwick,2013-08-20,United States of America,41:39,,,"['Offing', 'The Harbinger', 'One Half', 'Look Into Your Own Mind', 'Pyrrhic', 'Labyrinthine', 'Forever', 'Adventurer of the Family', 'Crystal Lake', 'Waving to You']"
mbrainz_20050,Brothers in Blue 69 Season,Airmen of Note,1974-01-01,USA,226 7,,,"['Chappie James Suite', ""Lovin' You"", ""I'm Old Fashioned"", 'Superstition', 'Push', 'Juan Valdez in the Country', 'Young and Foolish', 'Visions']"
mbrainz_20052,The Complete Stax/Volt Singles Collection,"Redding, Otis",2013-07-23,United States of America,1h 1m 21s,,,
mbrainz_20054,Goblin Island,Nekrogoblikon,2006-12-20,United States of America,2398,,,"['They Came From Space', 'Army of Goblins', 'Goblin Island', 'Goblins Ahoy!', 'Goblins Are Better Than Trolls', 'In the Hall of the Goblin King', ""The Goblin King's Wrath"", 'Goblin Christmas Armageddon, Part I', 'Goblin Christmas Armageddon, Part II', 'The Goblins of the Black Rain', 'The Goblin Rangers Theme', 'Resonance']"
mbrainz_20057,Five Days In July,Blue Rodeo,,Canada,0:59:09,,,"['5 Days In May', 'Hasnâ€™t Hit Me Yet', 'Bad Timing', 'Cynthia', 'Photograph', 'What Is This Love', 'English Bay', 'Head Over Heels', 'Til I Gain Control Again', 'Dark Angel', 'Know Where You Go / Tell Me Your Dream']"
mbrainz_20081,Debonair Gentlemen,"Whigs, Afghan The",,,4653,,,"['Debonair', ""I'm Her Slave"", 'Turn on the Water', 'Retarded', 'Frere Jacques', 'Kiss the Floor', 'My World Is Empty', 'Come See About Me', 'Gentlemen', 'Let Me Lie to You', 'You My Flower', 'Tonight', 'Closing Medley']"
mbrainz_20082,I'm Rich Beyond Your Wildest Dreams,Diarrhea Planet,01/01/2013,USA,2410,,,"['Lite Dream', 'Separations', 'The Sound of My Ceiling Fan', 'Field of Dreams', 'Kids', 'Hammer of the Gods', 'Ugliest Son', 'White Girls (Student of the Blues, Part 1)', 'Togano', 'Enter the Great Gate', 'Babyhead', 'Skeleton Head', ""Emmett's Vision""]"
mbrainz_20098,Spiritual Movement No. 1,"Dennerlein, Barbara",2002,Germany,78:00,,,"['Introduction', 'Rankett Blues', 'Pendel der Zeit', 'Tin Tin Deo', 'Holy Blues', 'Change of Pace', 'I Miss You', 'Spiritual Movement', 'Longing', 'Waltzing Pipes', ""Ain't Misbehaving"", 'Psychedelic Cluster']"
mbrainz_20115,I Belong to Me,"Simpson, Jessica",,United States of America,3m 40s,,,['I Belong to Me']
mbrainz_20116,Matell (The Music Behind the Voice),Matell,2013,,54m 8s,,,"['I Believe in You (Beliebers)', 'Our Love Begins Here (DJ Matell No Fake Followers mix)', ""So Get Up (00's disco era mix)"", 'What Have You Done', ""Don't Throw Our Love Away"", 'Come Lie With Me', 'Our Love Begins Here (Dedicated to Michael Jackson)', 'I Apologize 2U', 'Are You Ready, to Make Love to the Music', 'Until Love Comes Back to You', 'I Believe in You', 'I Apologize to You & You', 'I Apologize 2U & U2']"
mbrainz_20119,Lullaby for My Favorite Insomniac,Ahn Trio,2008,,53m 40s,,,"['Dies Irie', 'Magic Hour', 'My Funny Valentine', 'Lullaby for My Favorite Insomniac', 'Big My Secret', 'All I Want', 'Heart Asks Pleasure First', 'Dream', 'Oblivion', 'Song on the Land', 'This Is Not America', 'Solitary Singer', 'My Funny Valentine (Ra.D - My Funny Baby mix)', 'Solitary Singer (Jin by Jin remix)', 'This Is Not America (Superdrive - This Is America mix)', 'Song on the Land (DJ Spooky remix)', 'Dream (Jin by Jin remix)', 'Heart Asks Pleasure First (DJ Spooky remix)', 'Lullaby for My Favorite Insomniac (Tao of Sound remix)']"
